Elk Rapids Area Farmers Market,"Right off the farms of northern Michigan. The freshest fare can be found each week at the Elk Rapids Farmer's Market, located on the grounds of the Elk Rapids Chamber of Commerce. Open June - October, Fridays, 8:00am - 1:00pm.",,http://www.elkrapidschamber.org/,Antrim,"305 US-31, Elk Rapids, MI 49629, USA",305 US-31,Elk Rapids,MI,49629,(231) 264-8202,"June - October, Fridays, 8:00am - 1:00pm",-85.409569,44.896172
"McCallum's Orchard, Cider Mill & Sandy Shores Winery","McCallum Orchard offers apples, cherries, peaches, plums, raspberries, grapes, pumpkins, donuts, jams, jellies and cider. It has a real farm atmosphere perfect for families. Open 8 to 5 daily. Winery now open.",mac82nd@aol.com,http://www.mccallumorchard.com/,St Clair,"5697 Harris Rd, Grant Township, MI 48032, USA",5697 Harris Rd,Grant Township,MI,48032,(810) 327-6394,8 to 5 daily,-82.570442,43.137764
MaMang,Flint's only S.E. Asian eatery proudly serving Vietnamese Cuisine and Taiwanese treats inside the Flint Farmer's Market,,,Genesee,"300 E 1st St, Flint, MI 48502, USA",300 E 1st St,Flint,MI,48502,(810) 394-8492,,-83.687782,43.017059
Fryear's Little Red Market,"We grow a variety of vegetables and fruits. Apple varieties include Honeycrisp, Northern Spy, Jonagold, and many more. Family-owned and operated over 100 years. We are open July-November, Monday-Friday 9:00am-7:00pm, and Saturday 9:00am-6:00pm.",,,Kent,"6740 Fruit Ridge Ave NW, Grand Rapids, MI 49544, USA",6740 Fruit Ridge Ave NW,Grand Rapids,MI,49544,(616) 784-2730,"July-November, Monday-Friday 9:00am-7:00pm, and Saturday 9:00am-6:00pm",-85.765564,43.0867
King Orchards,"A farm market with great fruits and in season vegetables.  You can pick sweet or tart cherries, apricots, peaches, and apples.  There is an on site pitting machine for the cherries.  We also feature tart cherry juice and concentrate, and we provide mail orders.",jfking@kingorchards.com,http://www.facebook.com/KingOrchards,Antrim,"4620 N Michigan 88, Central Lake, MI 49622, USA",4620 N Michigan 88,Central Lake,MI,49622,(877) 937-5464,,-85.304993,45.102219
The ARA Farm Market,"The ARA Farm Market, where everything is locally grown, locally created, and locally produced in Alcona County, is open on Saturdays from late April until mid-December in the Campbell Building at the ARA site across from Kris Mart in Lincoln. The market hours are 9 am - 12:30 pm. The ARA Farm Market sells fresh in-season produce, eggs, cottage foods, including regular, sugar-free and hot pepper jams & jellies, breads, cupcakes, pies, cookies, muffins, seasoning and soup mixes, and baking mixes from organic flours, hormone-and-antibiotic-free grass-fed and grain-fed beef, craft items such as soap, jewelry, cards & purses, and handmade wooden items, including Adirondack chairs, benches, pet dishes, bird houses and feeders, bat houses, and much more. We also have seasonal vendors with products such as perennial flowers, vegetable & herb plants, wreaths and grave blankets, large quantities of produce, and more.",TheARAFarmMarket@gmail.com,,Alcona,"854 N Barlow Rd, Lincoln, MI 48742, USA",854 N Barlow Rd,Lincoln,MI,48742,(989) 724-5077,on Saturdays from late April until mid-December in the Campbell Building at the ARA site across from Kris Mart in Lincoln,-83.403343,44.682274
Trapp's Berry Farm,"A fall u-pick raspberry farm. Also selling Honey Crisp apples our own raw honey by the pound. Open Aug - Oct, Mon - Sat 9am - 6pm, Sun 1pm - 6pm and closed Wednesday.",kathytrapp82@yahoo.com,http://www.trappsberryfarm.com/,Kent,"7820 Tiffany Ave NE, Rockford, MI 49341, USA",7820 Tiffany Ave NE,Rockford,MI,49341,(616) 874-5935,"Aug - Oct, Mon - Sat 9am - 6pm, Sun 1pm - 6pm and closed Wednesday",-85.425835,43.107288
Sparta Farmers Market,Open June - September on Wednesday 3 - 7 pm.,,,Kent,"72 N Union St, Sparta, MI 49345, USA",72 N Union St,Sparta,MI,49345,(616) 887-2454,June - September on Wednesday 3 - 7 pm,-85.707146,43.162132
Knaebe's Mmmunchy Krunchy Apple Farm,"Our small, cozy apple farm and cider mill nestled in the hills just west of Rogers City, in beautiful Northeastern Lower Michigan.  We are open Labor Day weekend through early November and have 13 acres and 47 varieties of dwarf & semi-dwarf apple trees.  Because the branches of dwarf trees can be fragile, we are not a ""U Pick"" orchard.  We do offer fresh picked pre-bagged apples for your convenience, as well as apples available in big, beautiful crates ready for you to pick out and bag on your own.  In addition to our apples, fresh pressed unpasteurized cider and delicious baked goods, we sell lots of other goodies like, local honey and maple syrup, and a large selection of jams n' jellies n' pickled veggies. We also sell a ginormous selection of cookie cutters, some kitchenware, as well as candles and other fun gifts for kids of all ages!  Twisted Roots Cider Tasting Room is located in our newly remodeled back porch, where we offer Hard Cider to enjoy while you're visiting the farm and take a growler home for later!  The Tasting Room also serves hot dogs and brats with all the fixings and coming soon...Wood Fired Pizzas!  If you're looking for fun in the fall, look no further!  The weekends at Knaebe's are hopping!  September through October, we have horse drawn wagon rides, pony rides and a barrel train ride for kids from approximately 11:30am - 4:30pm.  Visit our Facebook page for frequent updates throughout the season!",knaebes@gmail.com,http://mmmunchykrunchyapplefarm.com/,Presque Isle,"2621 S Karsten Rd, Rogers City, MI 49779, USA",2621 S Karsten Rd,Rogers City,MI,49779,(989) 734-2567,Labor Day weekend through early November and have 13 acres and 47 varieties of dwarf & semi-dwarf apple trees,-83.905701,45.377548
Strawberry Fields Farm Market,"We are a family owned Farm Market opening Mid May through November. The market is open from 10:00am until 7:00pm, seven days a week. You will be greeted with the smells of homemade bread, pies and other baked goods. You will find home made salsa, pickles and jams. Ingredients grown right here on the farm. Our fresh produce include tomatoes, cucumbers, peppers, zucchini, yellow squash, garlic, sweet onions, potatoes and home grown bi-colored sweet corn in early August. We also carry farm fresh eggs.   In June we offer some of Michigan's biggest, best tasting strawberries at a u pick, we pick price.  We also carry other fruit that is in season. Come out and enjoy a fall tradition. Take a family hay ride, have cider and donuts. Pick out your own pumpkin and corn stalks. You'll find all of that and more here on the farm.",strawberryfieldsfarmmarket@yahoo.com,,Kalkaska,"1047 Co Rd 571, Kalkaska, MI 49646, USA",1047 Co Rd 571,Kalkaska,MI,49646,(231) 392-5393,ing Mid May through November,-85.052727,44.728817
Jawor Brothers Blueberry Farms & Country Store,"Seasonal blueberry farm with U-pick or ready picked blueberries.  Country store offers variety of fresh-baked pies, muffins, cookies, turnovers, hand-dipped ice cream, cold drinks, gift items and more!  Open June-November.  Buses welcome.",jenny@jaworblueberries.com,http://www.jaworblueberries.com,Muskegon,"7545 Heights Ravenna Rd, Ravenna, MI 49451, USA",7545 Heights Ravenna Rd,Ravenna,MI,49451,(231) 760-4434,June-November,-86.053474,43.190968
Montrose Orchards,"U-pick crops: pumpkins, apples, pears, strawberries, cherries, blueberries and Christmas trees. Fall: hayrides, arts and craft shows, animals. You can watch cider pressing. Our Farm Market offers fruits and vegetables, baked goods, apple cider, jams, honey, maple syrup, cherry juice, and gift baskets/boxes. Groups and weekend tours are available. Open daily May through December.",info@montroseorchards.com,http://www.montroseorchards.com/,Genesee,"12473 Seymour Rd, Montrose, MI 48457, USA",12473 Seymour Rd,Montrose,MI,48457,(810) 639-6971,daily May through December,-83.880577,43.188881
Phillips Orchards & Cider Mill,"Phillips Orchards & Cider Mill is tucked away at the end of a country road just three miles west of US127. We grow over 24 varieties of apples, 20 varieties of peaches, Stanley plums, pumpkins, squash, gourds, sunflowers and more. We also carry seasonal produce from other local growers including strawberries, blueberries, sweet corn at our Gatehouse Market on US-127.  Watch us make cider with our traditional rack and cloth press at the orchard. Try our old fashioned cider doughnuts served warm and fresh from our bakery. We also carry many great Michigan made products, including ice cream, coffee, tea and other refreshments for your enjoyment while you visit. Our orchard is open seven days a week during September and October, or you can visit our conveniently located Gatehouse Market right on US-127 open seven days a week from Memorial Day weekend through New Years Eve. Please call for the most current updates.",brian.phillips@phillipsorchards.com,http://www.phillipsorchards.com/Phillips_Orchards/welcome.html,Clinton,"1174 W Gratiot County Line Rd, St Johns, MI 48879, USA",1174 W Gratiot County Line Rd,St Johns,MI,48879,(989) 292-5252,"seven days a week during September and October, or you can visit our conveniently located Gatehouse Market right on US-127",-84.623909,43.117744
Empire Farmer's Market,Join us this summer and fall every Saturday next to the Post Office from 9:00am - 1:00pm. Buy local! Featuring locally grown produce and crafts. Open mid-June to mid-September.,,,Leelanau,"W Front St, Empire, MI 49630, USA",W Front St,Empire,MI,49630,(231) 256-9888,mid-June to mid-September,-86.056999,44.811031
King Orchards,"King Orchards offer U-Pick cherries, peaches, apricots, apples, and raspberries. Try King Orchard''s homemade pies from their bakery and their Honeycrisp Apples. They also have dried flowers and Michigan made gifts.  They are open Memorial Day-October, Monday-Sunday 9:00am-6:00pm.",,http://www.kingorchards.com,Antrim,"986 US-31, Kewadin, MI 49648, USA",986 US-31,Kewadin,MI,49648,(231) 264-0715,"Memorial Day-October, Monday-Sunday 9:00am-6:00pm",-85.352615,45.022118
Quaker Hill Farm,"Open by appointment June through October. Farm Market. Underground Railroad Educational Quilt display. Eggs, raw honey, wool, milk based soaps and more. Workshops & classes. Free online video cooking classes and children's stories about life on a Michigan farm (Quaker Anne's Children's Stories).",quakerfarm@gmail.com,http://www.TheQuakerKitchen.com,Alcona,"Harrisville, MI 48740, USA",,Harrisville,MI,48740,(989) 736-7627,by appointment June through October,-83.294685,44.656403
Fruitful Orchard and Cider Mill,"Welcome to The Fruitful Orchard and Cider Mill. The orchard produces approximately 30 different varieties of apples that start ripening from the end of July through late October/early November. In addition to apples we also have a number of sweet and tart cherry trees along with several pear trees, concord grapes and a pumpkin patch. We hope that you will come to the orchard to experience our locally grown apples and other fruits, enjoy shopping in the country store and indulging in our fresh baked goods and donuts.",,http://www.michiganappleorchard.com,Gladwin,"5740 W M 61, Gladwin, MI 48624, USA",5740 W M 61,Gladwin,MI,48624,(989) 426-3971,,-84.594513,43.988449
Robinette's Apple Haus & Winery,"Celebrating its Centennial in 2011, this family owned and operated fruit farm, cider mill, bakery and lunchroom features (in season) apples, peaches, nectarines and cherries. In the fall, we have a corn maze, horse-drawn hayrides, and u-pick apples. U-pick cherries in July. An 1881 barn holds our wine tasting room, original West Michigan artwork and distinctive gifts. A 5.25 mile mountain biking trail starts in the orchard and enters rolling woodlands to the north. Visitors may cross-country ski throughout our orchards and in the county park adjacent to our farm. In 2006, Robinette Cellars winery opened featuring our own hard cider, Barzilla's Brew. We have a tasting bar in our cellar where you can taste our products and Michigan wines. Cost is $3 per person or $5 per couple and includes a Robinette Cellars wine glass along with six tastes of wine.",bigapple@robinettes.com,http://www.facebook.com/Robinettes,Kent,"3142 4 Mile Rd NE, Grand Rapids, MI 49525, USA",3142 4 Mile Rd NE,Grand Rapids,MI,49525,(616) 361-7180,"ed featuring our own hard cider, Barzilla's Brew",-85.592628,43.028137
Lowell Area Farmers' Market,"Lowell Area Farmers' Market open every Thursday, June 16 - September 15, from 12pm to 5:30pm. Fresh  fruit, flowers, honey, baked goods, salsa and sauces, garden crafts and crafts. Sun, rain or snow, the Market is always open!",allnaturalpromises@sbcglobal.net,http://www.lowellchamber.org/?page_id=4999,Kent,"N Monroe St, Lowell, MI 49331, USA",N Monroe St,Lowell,MI,49331,(616) 916-9193,"every Thursday, June 16 - September 15, from 12pm to 5:30pm",-85.341957,42.933643
Leelanau Produce,"Seasonal fresh vegetables, fruit, herbs, and cut flowers. Homemade ppies and baked goods. Vegetable and herb plants available in May and early June. Open Mid-May to October 31.",,,Leelanau,"9606 E Cherry Bend Rd, Traverse City, MI 49684, USA",9606 E Cherry Bend Rd,Traverse City,MI,49684,(231) 932-7571,Mid-May to October 31,-85.660408,44.814877
Northeast Michigan Regional Farm Market,"Shake the hand that feeds you! The Market is open seasonally from the end of May, running through at least October. Visit us for the best in locally grown heirloom veggies, beautiful plants and cut flower bouquets.  Breads, muffins, pies, grass fed meats and more. The Sunrise Side Master Gardeners are also here to help you with some of your toughest gardening questions. Two locations. Saturday's in Tawas City's Gateway Park on US-23, from 8am-1pm and Wednesday's from 9am-2pm at the Oscoda Chamber of Commerce on US-23 at the Au Sable River.",m.pehrson@att.net,http://www.getitfresh.org/,,"South U.S. 23, Tawas City, MI 48763, USA",South U.S. 23,Tawas City,MI,48763,(989) 362-3531,"seasonally from the end of May, running through at least October",-83.494118,44.292194
Ellsworth Farmers Market,"The market will be held every Tuesday evening from 5 to 7 pm, mid-June to mid-October. Purchase fresh quality, locally grown and produced products that promote a healthy lifestyle and support our local growers, producers and crafters. Come enjoy a weekly fun, family event with something for everyone.",ellsworthfarmersmarket@yahoo.com,,Antrim,"6520 Center St, Ellsworth, MI 49729, USA",6520 Center St,Ellsworth,MI,49729,(231) 536-7351,,-85.245621,45.165691
Plainfield Township Farmer's Market,"The Farmer's Market will be open every Tuesday and Thursday from 2:00pm to 7:00pm June - October. Located in front of the Frontline Church adjacent to Fire Station #3. Homemade crafts, fruits and vegetables, flowers and plants available.",,http://www.plainfieldchartertwp.org/pctfarmers.htm,Kent,"4411 Plainfield Ave NE, Grand Rapids, MI 49525, USA",4411 Plainfield Ave NE,Grand Rapids,MI,49525,(616) 364-8466,every Tuesday and Thursday from 2:00pm to 7:00pm June - October,-85.633202,43.022202
Chesaning Farmers Market,Home-grown food as well as handcrafted items.,info@chesaningchamber.org,,Saginaw,"625 W Broad St, Chesaning, MI 48616, USA",625 W Broad St,Chesaning,MI,48616,(989) 845-1184,,-84.121391,43.185776
Floradora,"Floradora is a boutique flower shop located within the new Flint Farmer's Market and will specialize in fresh cut flowers, custom wrapped bouquets designed you, locally and US grown flowers, repurposed vases and glassware, garden art, unique gifts and accessories. I am hoping to help bring beauty to Flint and brighten up everyone's experience here in Flint, even if they just stop to smell the flowers!",FloradoraFlint@gmail.com,https://www.facebook.com/FloradoraFlint,Genesee,"300 E 1st St, Flint, MI 48502, USA",300 E 1st St,Flint,MI,48502,(231) 818-0503,,-83.687782,43.017059
"L&L Bull, LLC Farm & Greenhouse","Strawberries, raspberries, blackberries, plums, peaches, apples and a large variety of vegetables. Annuals, perennials and vegetable plants. Open end of April - October, 9:00am - 6:00pm.",applemom7@yahoo.com,http://www.llbull.com,Muskegon,"16530 Hall Rd, Casnovia, MI 49318, USA",16530 Hall Rd,Casnovia,MI,49318,(616) 675-4288,"end of April - October, 9:00am - 6:00pm",-85.8367,43.249413
Fulton Street Farmer's Market,"Come to this seasonal open air, Grand Rapids farmers market. There will be fresh fruits, vegetables, eggs, baked goods, crafts more. Some vendors start leaving as early as 2pm, so get there early for best selection! Market season runs from the first Saturday in May through the last Saturday before Christmas. Open Tuesday, Wednesday, Friday and Saturday from 8 am to 3 pm.",fultonstmarket@sbcglobal.net,http://www.fultonstreetmarket.org/,Kent,"1147 Fulton St E, Grand Rapids, MI 49503, USA",1147 Fulton St E,Grand Rapids,MI,49503,(616) 454-4118,"air, Grand Rapids farmers market",-85.640617,42.962898
Bluff Gardens,"Purveyor of fresh miniature vegetables, fruits, dressings, sauces and spreads since 1934.",,,Emmet,"721 W Lake St, Harbor Springs, MI 49740, USA",721 W Lake St,Harbor Springs,MI,49740,(231) 526-5571,,-85.001671,45.436661
Willow Ridge Farms,"Willow Ridge Farm is a great way to either start out your vacation, or visit to beautiful Huron County. We are located on M53 (Van Dyke); 7.5 mi N. of the M81 junction or 10.5 mi. S. of Bad Axe. We have a farm market that is open from May 1 - Oct 31 and start the season off with annual flats, hanging baskets, vegetable and 4"" plants, mixed planters and perennials for your early spring gardens. From there we go right into any fresh vegetables, fruits, honey's, maple syrup, jams and jellies that can be grown or made locally either by us or our local Amish community. If you want to have a learning experience,  some of our gardens are set up in a U-Pick atmosphere, where you can pick vegetables that are in season, fresh to your table, or purchase them from our stand. Orders taken for large amounts. Our perennial gardens are on raised beds, as you walk thru them you can mark the plant that you would like us to dig for you. This way you can tell how it looks in real life, bloom and growing habitat. Our knowledgeable staff can answer any questions on gardening that you may have, or if we don't know we can find out for you. Your children can be kept busy in a small area that includes such farm animals as ponies, goats, pigs, geese, ducks, turkeys and of course chickens, that the kids can look at and if its not to muddy they can help gather the fresh eggs.",bloomin_thyme@speednetllc.com,https://www.facebook.com/pages/Willow-Ridge-Farm-Market-and-Greenhouse/134759469913424,Huron,"3800 S Van Dyke Rd, Bad Axe, MI 48413, USA",3800 S Van Dyke Rd,Bad Axe,MI,48413,(989) 975-2574,"from May 1 - Oct 31 and start the season off with annual flats, hanging baskets, vegetable and 4"" plants, mixed planters and perennials for your early spring gardens",-83.099052,43.724438
Fremont Farmers Market,"Open since 1990, Fremont Market Place is a relaxed/ friendly environment where you are sure to find something to fit your needs.  The market is conveniently located downtown with close parking, handicap access, public restrooms, and an attractive covered pavilion.  The market is open Saturdays, early July thru early October, from 8 am till 1:00 pm. Also on Tuesdays, from 3:30 pm till 6:30 pm. The Fremont Market Place has locally grown produce, fresh cut flowers, plants for your landscape, bakery goods, fresh honey and syrup.",info@fremontcommerce.com,http://www.cityoffremont.net/web/downtown.htm#market,,,,,,,(231) 924-0770,"since 1990, Fremont Market Place is a relaxed/ friendly environment where you are sure to find something to fit your needs",-85.943169,43.469479
"The Standish Historical Depot, Welcome Center and Farm Market","This former Michigan Central Railroad Depot is your first stop on the US Heritage Route extending from Standish to Mackinaw City. Here, you can stretch your legs, use clean bathroom facilities and explore the depot and gift shop where you will be greeted by our friendly volunteer staff. Maps, accommodation literature, Michigan road maps, information about local shops and events and activities and much more is available. The Standish Historical Depot features many train artifacts, depot memorabilia and local history photos and documents. We are proud to feature a restored caboose and two English passenger cars ""from days gone by"". These train cars provide a great picture opportunity when the cars are open to the public from May through October. The Welcome Center is open year round.",info@standishdepot.org,http://www.standishdepot.org,Arenac,"107 N Main St, Standish, MI 48658, USA",107 N Main St,Standish,MI,48658,(989) 718-3022,to the public from May through October,-83.959778,43.982853
Altonen Orchards,"Altonen Orchards' fruits and vegetables have been a tradition in the Traverse City area for almost 100 years.  All of our farm fresh produce is available in our farm markets.  We grow sweet & tart cherries, apples, pears, peaches, apricots, plums and nectarines; sweet corn is the vegetable of choice here. Three farms and two farm markets make up Altonen Orchards today, totaling around 600 acres just south of Elk Rapids on US-31. The combination of family history, experience and love of the farm are evident in every product.  Take some time this year to come visit the Altonen Family Orchards and get a true ""taste"" of northern Michigan.",cherrymkt@aol.com,http://www.michiganfruit.com/,,"11882 US-31, Williamsburg, MI 49690, USA",11882 US-31,Williamsburg,MI,49690,(231) 264-8052,,-85.427551,44.861599
Croswell Stockyards Flea  & Farm Market,"Croswell Stockyards Flea Market open Mondays May 1-November 1.   Antiques, produce, plants and more. Memorial Day, July 4, and Labor Day are huge sales. Really busy during the summer, allow extra time for traffic. Five miles west of Lexington.",,,Sanilac,"5678 Black River Rd, Croswell, MI 48422, USA",5678 Black River Rd,Croswell,MI,48422,(810) 679-3897,Mondays May 1-November 1,-82.625824,43.257347
Downtown Bay City Farmers Market,"Open May - October from 10:00am - 4:00pm on Thursday. This is a grower's market featuring locally grown seasonal produce. Our products include apples, bakery, beans, bedding plants, cherries, cucumbers, fresh cut flowers, maple syrup, peppers, potatoes, pumpkins, raspberries, squash, sweet corn and tomatoes. The market is located in historic downtown Bay City near Wenona Park. We accept Project Fresh and DHS-Bridge card.",risej@baycounty.net,http://www.downtownbaycityfarmersmarket.org/,Bay,"318 6th St, Bay City, MI 48708, USA",318 6th St,Bay City,MI,48708,(989) 895-4026,May - October from 10:00am - 4:00pm on Thursday,-83.885468,43.599129
Edmore Farmers Market,Open Tuesdays June - October 3 - 6:30 pm and Friday June - October 8 am - 1 pm.,Market@edmore.com,,Montcalm,"544 E Forrest St, Edmore, MI 48829, USA",544 E Forrest St,Edmore,MI,48829,(989) 427-3787,Tuesdays June - October 3 - 6:30 pm and Friday June - October 8 am - 1 pm,-85.036171,43.404984
Mancelona Farmers Market,"Thursdays, 3:00pm - 7:00pm. Raspberries, fresh baked bread, cookies, pies, perennials, jams & jellies, summer squash and zucchini. Open May - October.",,,Antrim,"122 E State St, Mancelona, MI 49659, USA",122 E State St,Mancelona,MI,49659,(231) 886-0416,May - October,-85.059029,44.902073
Sorenson Farm,"We are a local farm market via roadside fruit stand. We sell our own fruit and vegetables with high quality and reasonable prices. In July we have dark & light sweet cherries as well as sour cherries. Plums, nectarines, peaches, apricots and vegetables by availability. All fall we have several varieties of apples; such as Honeycrisp, Northern Spy, Zestar, red & golden delicious, MacIntosh, Snowsweet and more. In October we are having our 1st annual Corn Maze with  apple cider and hay rides.",SorensonFarm@charter.net,http://www.SorensonFarm.com,Benzie,"8665 Worden Rd, Beulah, MI 49617, USA",8665 Worden Rd,Beulah,MI,49617,(231) 882-9267,,-86.062775,44.653488
Gavin Orchards,"July u-pick sweet cherries. Apples, squash, cider & fall decorations (gourds, Indian corn, pumpkins) starting in Sept. Call for peak harvest times/varieties. Come visit us, we bring you quality from the ground up!",sales@gavinorchards.com,https://gavinorchards.com/,Ottawa,"16495 40th Ave, Coopersville, MI 49404, USA",16495 40th Ave,Coopersville,MI,49404,(616) 837-6472,,-85.892464,43.068886
Hoxsie's Farm Market,"A commercial producer of cherries, apples and pumpkins with a farm market while harvesting the cherries in July.  We have an assortment of freshly baked pies, breads, cookies and in the fall donuts. Enjoy local jams, salsas, dried cherries and other cherry products.  Our apples are ready in mid-September.  Enjoy wagon rides to the U-pick apple orchard and pumpkin patch.  Find your way through our corn maze. Open daily, 9:00am - 6:00pm, July - October.",dhoxsie@charter.net,http://www.hoxsiesfarmmarket.com/,Grand Traverse,"6620 M 72 E, Williamsburg, MI 49690, USA",6620 M 72 E,Williamsburg,MI,49690,(231) 267-9087,"daily, 9:00am - 6:00pm, July - October",-85.442345,44.772514
Fruit Ridge Farm Market & U-Pick,"Our farm prides itself on growing delicious produce right on “The Ridge.” Our mouthwatering fruit will make you come back with your family for more. Our farm is a great place to pick your own fruit while creating valuable memories along the way. Make us your U-Pick destination this year and pick your own sweet cherries, raspberries, apples and pumpkins.",info@fruitridgefarmmarket.com,http://www.fruitridgefarmmarket.com,Kent,"9000 Fruit Ridge Ave NW, Sparta, MI 49345, USA",9000 Fruit Ridge Ave NW,Sparta,MI,49345,(616) 887-7013,,-85.768135,43.128265
Groleau's Farm Market,"Farm market featuring fresh produce, jams, salsas, pies, maple syrup and fresh fruit in season. Black Spruce, Blue Spruce and Fraser Fir in season.",mslgroleau@charter.net,,Grand Traverse,"2100 E Hammond Rd, Traverse City, MI 49686, USA",2100 E Hammond Rd,Traverse City,MI,49686,(231) 929-9654,,-85.533829,44.715378
Bardenhagen Farms,"Farm market featuring potatoes, peaches, apples, apricots, plums, nectarines, raspberries, blackberries, grapes and cherries.",jbardenhagen@centurytel.net,https://www.facebook.com/bardenhagenfarms,Leelanau,"7881 E Pertner Rd, Suttons Bay, MI 49682, USA",7881 E Pertner Rd,Suttons Bay,MI,49682,(231) 271-3199,,-85.686867,45.025646
Frozen Creek Farms and  Floral,"Fresh produce in season, grown using sustainable farming methods. Specialty farm growing flowers, herbs, pumpkins, and other fruits and vegetables. Seasonal breeder of Monarch Butterflies. Our farmhouse has nine rooms of freeze-dried floral and herbal arrangements. We specialize in freeze-dry keepsake flower preservation for over 25 years. U-pick pumpkins, gourds, corn wreaths, Indian corn, broomcorn, mums and other goodies. We make our own herbal dip and seasonings mixes, gourmet hearty soups, fruit salsa's and jams.",frozencreekfloral@comcast.net,http://www.frozencreekfloral.com/,Kent,"5959 Cannonsburg Rd NE, Belmont, MI 49306, USA",5959 Cannonsburg Rd NE,Cannon Township,MI,49306,(616) 874-6460,,-85.521942,43.058197
Wells Orchards,"Sweet cherries (u-pick), peaches, nectarines, pears, plums, apples, squash, pumpkin patch, corn maze, fall decorations, honey, jam and apple gift boxes. A fruit growing tradition for over 120 years. Open January to April and mid-June to December.",wellsorchards@gmail.com,http://www.wellsorchards.com/index.htm,Ottawa,"8993 Kenowa Ave SW, Grand Rapids, MI 49534, USA",8993 Kenowa Ave SW,Grand Rapids,MI,49534,(616) 453-3927,January to April and mid-June to December,-85.796394,42.948765
Tompkins' Orchard and Country Store,"Tompkins' Orchard and Country Store is a working fruit orchard and old-fashioned country store, just a short drive from Frankenmuth, Saginaw, and Bay City. We have U-Pick cherries and apples, plus many other farm-fresh fruits and vegetables available in the store. The bakery and deli feature homemade pies and donuts, specialty sandwiches, caramel apples, hand-dipped ice cream and fresh hot popcorn. Many other specialty food products and even fun gourmet pet treats are available.  Free hayrides on weekends, and a corn maze. Special events each month to celebrate each of our delectable fruits in season.",info@tompkinsorchard.com,,Tuscola,"5966 Sanilac Rd, Vassar, MI 48768, USA",5966 Sanilac Rd,Vassar,MI,48768,(989) 823-2891,,-83.577599,43.40818
Farm Fresh Produce And CSA,"Michigan Farm Fresh Produce Market and CSA is located in Clare along U.S. 27 just off the Northbound exit. We welcome thousands of visitors each year as they travel to their northern Michigan destinations. Our Farm where we grow our food is about 3 1/2 miles from our roadside market and we welcome visitors by appointment. In addition to wonderful farm market stocked with locally grown fruits and vegetables we also offer a CSA program.   The location is conveniently situated near the U.S northbound 27 exit, you can't miss us. Just look for the food and the cars. If you travel with pets we also have an area that works as a dog run.",joecrawfordonline@gmail.com,http://www.facebook.com/pages/Michigan-Farm-Fresh-Produce/121855994525919,Clare,"11507 S Rogers Ave, Clare, MI 48617, USA",11507 S Rogers Ave,Clare,MI,48617,(284) 825-8251,,-84.707008,43.822243
Cherry View Orchards,"Stan and Barb welcome you to visit their farm market and sample the fresh home-grown fruits and vegetables, along with unique local products, including their own preserves and fruit butters. Cherry View Orchards is family owned and operated since 1956. Open mid-June through November. Monday-Sunday, 9:00am-6:00pm.",info@cherryview.com,http://www.cherryview.com,Antrim,"1644 US-31, Kewadin, MI 49648, USA",1644 US-31,Kewadin,MI,49648,(231) 264-9807,mid-June through November,-85.352669,45.0606
O'Hair Farms,"Your opportunity to see a live, working farm, offering U-Pick strawberries. Our specialty is our delicious variety of sweet corn, one you won't want to miss. We have a variety of fresh-picked daily produce, seven days a week.",ohairfrm@avci.net,,Sanilac,"6005 Black River Rd, Croswell, MI 48422, USA",6005 Black River Rd,Croswell,MI,48422,(810) 705-0050,,-82.625053,43.249657
St. Ignace Farmers Marktet,"Find the freshest offerings from regional farms every Thursday afternoon from 4pm to 7pm, July through September.  We also offer local arts and crafts, baked goods and a million dollar view of Moran Bay! Staying later...head out to the main dock for Bayside Live, FREE music on the waterfront, Thursday evenings at 7pm, July and August.",sichamber@lighthouse.net,http://www.saintignace.org,Mackinac,"13 S State St, St Ignace, MI 49781, USA",13 S State St,St Ignace,MI,49781,(906) 643-8717,,-84.713524,45.861252
Fruit Ridge Hayrides,"Horse drawn hayrides in the heart of orchard country.  Make Fruit Ridge Hayrides your family destination for Fall fun including horse drawn hayrides through beautiful apple orchards, huge corn maze, pony rides, u-pick apples and pumpkins, home made donuts and cider, and many activities for children.  Wheel chair accessible wagons.  Open the third weekend in September through October.  Just NW of Grand Rapids and convenient to the Lake Shore communities.",fruitridgehayrides@msn.com,http://www.fruitridgehayrides.com,Kent,"11966 Fruit Ridge Ave NW, Kent City, MI 49330, USA",11966 Fruit Ridge Ave NW,Kent City,MI,49330,(616) 887-5052,the third weekend in September through October,-85.765503,43.181999
Good Hart Market Days,"Good Hart Market Days is a free farmers and artists market featuring the best in local goods and runs throughout color season. Good Hart is located along the famous Tunnel of Trees (M-119), just 14 miles north of Harbor Springs and 7 miles south of Cross Village.  Market Days is held Saturdays, 2-5:30pm.",ami@goodhartstore.com,http://goodhartstore.com/market-days/,Emmet,"1075 N Lake Shore Dr, Harbor Springs, MI 49740, USA",1075 N Lake Shore Dr,Harbor Springs,MI,49740,(231) 526-7661,,-85.11367,45.566605
